gender,raceethnicity,state,classification,lawenforcementagency,armed
Male,Black,FL,Gunshot,Miami-Dade Police Department,No
Male,Hispanic/Latino,CA,Gunshot,San Diego Police Department,Non-lethal firearm
Male,Hispanic/Latino,TX,Gunshot,Ponder Police Department,Firearm
Male,White,IN,Struck by vehicle,Indianapolis Metropolitan Police Department,No
Male,Black,WV,Gunshot,West Virginia State Police,Firearm
Male,Native American,SD,Gunshot,Rapid City Police Department,Other
Male,Hispanic/Latino,CA,Gunshot,Fresno Police Department,Non-lethal firearm
Male,White,MN,Gunshot,Kanabec County Sheriff's Office,No
Male,Hispanic/Latino,CA,Gunshot,Rialto Police Department,Knife
Female,White,OR,Gunshot,Washington County Sheriff's Office,Knife
Male,White,CA,Gunshot,Los Angeles Police Department,No
Male,Black,IL,Gunshot,Chicago Police Department,Firearm
Male,Hispanic/Latino,AZ,Gunshot,Cochise County SheriffŠ—Ès Office,Firearm
Female,White,GA,Struck by vehicle,Georgia State Patrol,No
Female,White,GA,Struck by vehicle,Georgia State Patrol,No
Male,White,AL,Gunshot,"Muscle Shoals Police Department, Sheffield Police Department",Firearm
Male,White,TX,Gunshot,Randall County Sheriff's Office,Unknown
Male,White,TX,Gunshot,Hurst Police Department,Firearm
Male,White,NJ,Gunshot,Woodbridge Police Department,Firearm
Male,White,CA,Gunshot,Monterey Police Department,Firearm
Male,White,OH,Gunshot,Akron Police Department,No
Male,Hispanic/Latino,FL,Gunshot,Palm Beach County Sheriff's Office,Other
Male,Hispanic/Latino,MD,Gunshot,Howard County Police Department,Knife
Male,White,CT,Gunshot,Connecticut State Police,Firearm
Male,White,MI,Gunshot,Michigan State Police,Other
Male,Asian/Pacific Islander,LA,Gunshot,Lake Charles Police Department,Firearm
Male,Black,SC,Gunshot,Greenville County Sheriff's Office,Firearm
Male,White,MA,Gunshot,Beverly Police Department,Vehicle
Male,Hispanic/Latino,CA,Gunshot,San Bernardino Police Department,No
Male,Unknown,IL,Gunshot,Lisle Police Department,Unknown
Male,White,CA,Gunshot,San Berardino County Sheriff's Department,Unknown
Male,Hispanic/Latino,TX,Gunshot,Ector County Sheriff's Office,Knife
Male,Black,OK,Gunshot,Lawton Police Department,Unknown
Male,White,MS,Gunshot,Brookhaven Police Department,Firearm
Male,White,GA,Gunshot,Emerson Police Department,Firearm
Male,Hispanic/Latino,FL,Gunshot,Miami-Dade Police Department,Firearm
Female,White,NV,Gunshot,Las Vegas Metropolitan Police Department,Firearm
Male,Black,AL,Gunshot,"Conecuh County Sheriff's Office, Alabama Department of Public Safety",Firearm
Male,Black,OH,Gunshot,Columbus Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,Indio Police Department,Vehicle
Male,Unknown,CA,Gunshot,Seaside Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,San Francisco Police Department,Firearm
Male,White,OH,Gunshot,"Parma Police Deparment, Parma Heighs Police Department, Brooklyn Police Department",Non-lethal firearm
Male,Black,TX,Gunshot,Houston Police Department,Firearm
Male,White,WA,Gunshot,Kirkland Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,Los Angeles County Sheriff's Department,No
Male,White,TX,Gunshot,Houston Police Department,Firearm
Female,White,CA,Gunshot,Riverside County Sheriff's Department,Firearm
Male,Black,MS,Gunshot,Columbus Police Department,Disputed
Male,Hispanic/Latino,CA,Gunshot,Modesto Police Department,Non-lethal firearm
Male,Black,PA,Gunshot,York Police Department,Knife
Male,Black,VA,Gunshot,Richmond Police Department,No
Male,Black,FL,Gunshot,Palm Beach Gardens Police Department,Firearm
Male,Black,CA,Gunshot,US Immigration and Customs Enforcement,No
Male,White,CA,Gunshot,Fresno Police Department,Unknown
Male,Hispanic/Latino,CA,Struck by vehicle,Los Angeles County Sheriff's Department,No
Female,White,FL,Gunshot,Collier County Sheriff's Office,Firearm
Male,Black,CA,Gunshot,Los Angeles County Sheriff's Department,Vehicle
Male,White,KY,Gunshot,Jeffersontown Police Department,Non-lethal firearm
Male,Black,CA,Gunshot,San Diego Police Department,Non-lethal firearm
Male,White,LA,Gunshot,St Tammany Parish Sheriff's Office,Knife
Male,White,IA,Gunshot,Cedar Rapids Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,US Customs and Border Protection,Knife
Male,White,NM,Gunshot,Sierra County Sheriff's Office,Firearm
Male,Hispanic/Latino,CA,Gunshot,Tulare County Sheriff's Department,No
Male,White,MI,Gunshot,Kentwood Police Department,Firearm
Male,Black,LA,Gunshot,Shreveport Police Department,Knife
Male,Black,CA,Gunshot,Sacramento County Sheriff's Department,Firearm
Male,White,KY,Gunshot,Kentucky State Police,Unknown
Male,Black,FL,Gunshot,Cape Coral Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,California Highway Patrol,Firearm
Male,White,WI,Gunshot,Kenosha County Sheriff's Department,Firearm
Male,White,AK,Gunshot,Alaska State Troopers,Unknown
Male,Black,CA,Gunshot,Cathedral City Police Department,Unknown
Male,White,GA,Gunshot,Pickens County Sheriff's Office,Firearm
Male,White,OH,Gunshot,Muskingum County Sheriff's Office,Firearm
Male,Asian/Pacific Islander,FL,Gunshot,Tampa Police Department,No
Male,Black,MD,Gunshot,Maryland State Police,Unknown
Female,Black,DC,Gunshot,Washington Metropolitan Police Department,Firearm
Male,Hispanic/Latino,PA,Taser,Southeastern Pennsylvania Transportation Authority Police Department,No
Male,Black,GA,Gunshot,Savannah-Chatham Metropolitan Police Department,Firearm
Male,Black,CA,Gunshot,San Diego Harbor Police Department,No
Male,White,MS,Gunshot,Monroe County Sheriff's Office,Firearm
Male,Black,OK,Gunshot,Midwest City Police Department,Firearm
Male,Black,LA,Taser,Baton Rouge Police Department,No
Male,Hispanic/Latino,TX,Taser,Corpus Christi Police Department,No
Male,White,KS,Taser,Osage County Sheriff's Office,No
Male,White,OR,Gunshot,Unknown,Firearm
Male,Black,FL,Gunshot,Jacksonville Sheriff's Office,Firearm
Male,Hispanic/Latino,TX,Gunshot,"Mesquite Police Department, Texas Department of Public Safety",Firearm
Male,White,KY,Gunshot,"Kentucky State Police, United States Marshals Service",Firearm
Male,Black,OH,Gunshot,Columbus Division of Police,Firearm
Male,Black,TX,Gunshot,Houston Police Department,Firearm
Male,White,OR,Gunshot,Oregon State Police,Firearm
Male,White,OK,Gunshot,Cherokee County Sheriff's Office,Knife
Male,White,FL,Gunshot,Dixie County Sheriff's Office,Unknown
Male,White,CO,Gunshot,Colorado Springs Police Department,Firearm
Male,Black,AL,Gunshot,Opelika Police Department,Firearm
Male,White,MN,Gunshot,"Hutchinson Police Department, McLeod County Sheriff's Office, Minnesota State Patrol",Unknown
Male,White,CA,Gunshot,California Highway Patrol,Firearm
Male,White,ID,Gunshot,Adams County Sheriff's Office,Firearm
Male,Black,DC,Gunshot,"Prince George's County Police Department, Forest Heights Police Department",Firearm
Male,White,MO,Gunshot,Springfield Police Department,Firearm
Male,Black,TX,Gunshot,Houston Police Department,Firearm
Male,Arab-American,CA,Gunshot,University of California Police Department,Unknown
Male,White,CA,Gunshot,San Diego Police Department,No
Male,White,MO,Gunshot,"Lakeshire Police Department, St Louis County Police Department",Other
Female,White,SC,Gunshot,Berkeley County Sheriff's Office,Firearm
Male,White,WV,Gunshot,Monongalia County SheriffŠ—Ès Office,Firearm
Male,White,OK,Gunshot,Skiatook Police Department,Firearm
Male,White,LA,Gunshot,Ward 2 city marshals,No
Male,White,OR,Gunshot,Portland Police Bureau,Firearm
Male,White,NV,Gunshot,Clark County School District Police Department,Vehicle
Male,White,FL,Gunshot,DeLand Police Department,No
Male,Black,DC,Death in custody,"Special police, Washington DC",Unknown
Male,White,OR,Struck by vehicle,Klamath County Sheriff's Office,No
Female,White,PA,Struck by vehicle,Pennsylvania State Police,No
Male,Hispanic/Latino,TX,Gunshot,Laredo Police Department,Firearm
Male,Black,SC,Gunshot,Spartanburg Methodist College Campus Safety Department,Vehicle
Male,White,NC,Gunshot,Anson County Sheriff's Office,Unknown
Male,Hispanic/Latino,CA,Gunshot,Los Angeles Police Department,Unknown
Male,White,WV,Gunshot,"West Virginia State Police, US Marshals",Firearm
Male,Hispanic/Latino,NM,Gunshot,Bernalillo County Sheriff's Department,Vehicle
Male,White,CO,Gunshot,"Colorado State Patrol, Longmont Police Department, Adams County Sheriff's Office",Firearm
Male,Hispanic/Latino,CA,Gunshot,Chico Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,San Jose Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,San Francisco Police Department,Firearm
Male,Black,MD,Gunshot,Baltimore Police Department,Firearm
Male,White,SC,Gunshot,Aiken County Sheriff's Office,Firearm
Female,White,NJ,Gunshot,New Jersey Department of Corrections,No
Male,Black,PA,Death in custody,Allegheny County Bureau of Corrections,No
Male,White,AL,Gunshot,"Albertville Police Department, Marshall County Sheriff's Office",No
Male,White,TN,Gunshot,"Hohenwald Police Department, Lewis County Sheriff's Department",Firearm
Male,Hispanic/Latino,CA,Gunshot,Sunnyvale Bureau of Police Services,Knife
Male,White,GA,Gunshot,Effingham County Sheriff's Office,Firearm
Male,White,TN,Gunshot,Gibson County Sheriff's Office,Non-lethal firearm
Male,Hispanic/Latino,CA,Gunshot,Riverside County Sheriff's Department,Unknown
Male,Hispanic/Latino,CA,Gunshot,Riverside County Sheriff's Department,Other
Male,White,NC,Gunshot,Harnett County Sheriff's Office,Other
Male,Black,CA,Gunshot,Oakland Police Department,Non-lethal firearm
Male,Black,PA,Gunshot,Philadelphia Housing Authority Police Department,Firearm
Male,White,GA,Gunshot,Whitfield County Sheriff's Office,Vehicle
Male,White,MT,Gunshot,Beaverhead County Sheriff's Office,Firearm
Male,Black,MN,Gunshot,Minneapolis Police Department,No
Male,White,TX,Gunshot,Weatherford Police Department,No
Male,Black,FL,Gunshot,Miami-Dade Police Department,Firearm
Male,Black,SC,Gunshot,Cayce Department of Public Safety,Firearm
Male,Black,FL,Death in custody,Orlando Police Department,Firearm
Male,White,NJ,Gunshot,Little Egg Harbor Police Department,Knife
Male,Black,FL,Gunshot,Opa-locka Police Department,Other
Male,White,GA,Gunshot,Early County Sheriff's Office,No
Male,Black,TX,Gunshot,Harris County Sheriff's Office,Knife
Male,Black,MI,Gunshot,Michigan State Police,Firearm
Male,Black,FL,Gunshot,Manatee County Sheriff's Office,Firearm
Male,Black,FL,Gunshot,Fort Pierce Police Department,Knife
Male,Black,DC,Gunshot,Metropolitan Police Department of the District of Columbia,Knife
Male,Black,CA,Gunshot,San Bernardino County Sheriff's Department,No
Male,Black,CO,Death in custody,Denver Sheriff Department,No
Male,White,GA,Gunshot,Paulding County Sheriff's Office,Firearm
Male,Hispanic/Latino,CA,Gunshot,Fontana Police Department,Firearm
Male,White,OK,Gunshot,Colbert Police Department,No
Male,White,CA,Gunshot,Fontana Police Department,Disputed
Male,White,GA,Taser,Coweta County SheriffŠ—Ès Department,No
Male,Hispanic/Latino,CO,Gunshot,Denver Police Department,Firearm
Male,Hispanic/Latino,TX,Gunshot,Corpus Christi Police Department,Knife
Male,White,NV,Gunshot,Reno Police Department,Firearm
Male,White,NV,Gunshot,Las Vegas Metropolitan Police Department,Non-lethal firearm
Male,White,MN,Gunshot,"Columbia Heights Police Department, Fridley Police Department",Non-lethal firearm
Male,White,OH,Gunshot,Columbus Division of Police,Firearm
Male,Black,NJ,Gunshot,Camden County Police Department,Firearm
Male,Unknown,TX,Death in custody,Austin Police Department,No
Female,White,MO,Gunshot,"Christian County Sheriff's Department, Nixa Police Department",Firearm
Male,White,AZ,Gunshot,Eagar Police Department,Unknown
Male,White,MO,Gunshot,Stone County Sheriff's Office,Firearm
Male,White,TX,Gunshot,Seagoville Police Department,Other
Male,Hispanic/Latino,CA,Gunshot,Bakersfield Police Department,Firearm
Male,White,OH,Gunshot,Ohio State Highway Patrol,Firearm
Male,White,MO,Gunshot,"Dekalb County Sheriff's Department, Missouri State Highway Patrol",Firearm
Male,Hispanic/Latino,AZ,Gunshot,Maricopa County Sheriff's Office,Firearm
Male,White,NE,Gunshot,Lincoln Police Department,Firearm
Male,Asian/Pacific Islander,CO,Gunshot,Aurora Police Department,Other
Male,Black,GA,Gunshot,Atlanta Police Department,Firearm
Male,White,ME,Gunshot,Bangor Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,Los Angeles County Sheriff's Department,Firearm
Male,Asian/Pacific Islander,CA,Gunshot,San Bernardino Police Department,Firearm
Female,Asian/Pacific Islander,CA,Gunshot,San Bernardino Police Department,Firearm
Male,Black,CA,Gunshot,San Francisco Police Department,Knife
Male,White,AZ,Gunshot,Mesa Police Department,Other
Male,White,NE,Gunshot,Deuel County SheriffŠ—Ès Office,Firearm
Male,Hispanic/Latino,CO,Gunshot,Denver Police Department,Firearm
Male,Hispanic/Latino,TX,Gunshot,Texas Department of Public Safety,No
Male,White,FL,Gunshot,Miami Beach Police Department,Other
Male,Hispanic/Latino,NM,Gunshot,Deming Police Department,Firearm
Female,White,MO,Gunshot,St Louis County Police Department,Firearm
Male,White,WA,Gunshot,Seattle Police Department,Firearm
Male,White,TX,Gunshot,Irving Police Department,Firearm
Male,White,WI,Gunshot,Neenah Police Department,Firearm
Male,White,WY,Gunshot,Albany County Sheriff's Office,Knife
Male,Hispanic/Latino,CA,Gunshot,Indio Police Department,Firearm
Male,Black,FL,Gunshot,Tallahassee Police Department,Firearm
Male,Black,NY,Gunshot,New York Police Department,No
Male,White,MO,Death in custody,St Louis Metropolitan Police Department,No
Male,White,OK,Gunshot,Sportsmen Acres Police Department,Firearm
Male,Black,SC,Gunshot,Greenville County Sheriff's Office,Firearm
Male,White,KY,Gunshot,Grayson County Sheriff's Office,Firearm
Male,White,CA,Gunshot,Marina Police Department,Knife
Male,Unknown,CA,Gunshot,Hemet Police Department,Firearm
Male,White,IN,Gunshot,Indianapolis Metropolitan Police Department,Firearm
Male,Black,OH,Gunshot,Cleveland Metroparks Ranger Department,Firearm
Male,White,AZ,Gunshot,"Pima County Sheriff's Department, Pima County Attorney's Office",No
Male,Black,IN,Gunshot,Indianapolis Metropolitan Police Department,Knife
Male,Black,CA,Gunshot,Los Angeles County Sheriff's Department,Firearm
Male,White,PA,Gunshot,Stroud Area Regional Police Department,Firearm
Male,White,TX,Gunshot,University of North Texas Police Department,Other
Male,Unknown,CO,Gunshot,Aurora Police Department,Knife
Male,Hispanic/Latino,CA,Gunshot,San Bernardino Police Department,Knife
Male,Black,TN,Gunshot,Chattanooga Police Department,Firearm
Male,White,OK,Gunshot,Healdton Police Department,Other
Male,Hispanic/Latino,CO,Gunshot,Mountain View Police Department,Firearm
Female,White,TX,Gunshot,Arlington Police Department,Firearm
Male,Black,LA,Gunshot,New Orleans Police Department,Firearm
Male,White,TN,Gunshot,"Milan Police Department, Gibson County Sheriff's Office",Firearm
Male,White,OH,Gunshot,Pike County Sheriff's Department,No
Male,White,MD,Gunshot,Baltimore County Police Department,Knife
Male,Asian/Pacific Islander,WA,Gunshot,Thurston County Sheriff's Office,Knife
Female,White,NV,Gunshot,Las Vegas Metropolitan Police Department,Firearm
Male,Hispanic/Latino,NV,Gunshot,Las Vegas Metropolitan Police Department,Firearm
Male,Hispanic/Latino,CA,Gunshot,Gilroy Police Department,No
Male,Asian/Pacific Islander,CA,Gunshot,Long Beach Police Department,Knife
Male,White,WV,Gunshot,Mount Hope Police Department,Firearm
Male,White,CA,Gunshot,Ventura County Sheriff's Office,Knife
Male,White,OH,Gunshot,Kent Police Department,Other
Male,Black,NC,Gunshot,Dallas Police Department,Vehicle
Male,White,CA,Gunshot,Modesto Police Department,Firearm
Male,White,MD,Gunshot,Baltimore Police Department,Non-lethal firearm
Male,White,TN,Gunshot,Knox County Sheriff's Office,Vehicle
Male,Hispanic/Latino,CA,Gunshot,Los Angeles Police Department,No
Male,Hispanic/Latino,NM,Gunshot,Taos County Sheriff's Office,Non-lethal firearm
Male,White,CA,Gunshot,Paradise Police Department,No
Male,Black,CA,Gunshot,Los Angeles County Sheriff's Department,No
Male,Hispanic/Latino,CA,Gunshot,Hemet Police Department,Firearm
Male,Hispanic/Latino,TX,Gunshot,Amarillo Police Department,Firearm
Male,White,FL,Gunshot,Volusia County Sheriff's Office,Firearm
Male,Black,LA,Gunshot,St Martin Parish Sheriff's Office,No
Male,Black,GA,Gunshot,Douglas County Sheriff's Office,Disputed
Male,Black,CO,Gunshot,Aurora Police Department,Vehicle
Male,Unknown,KY,Gunshot,Ludlow Police Department,Firearm
Male,White,PA,Gunshot,Pennsylvania State Police,Firearm
Male,White,FL,Gunshot,Hernando County Sheriff's Office,Firearm
Male,Hispanic/Latino,NM,Gunshot,Albuquerque Police Department,Firearm
Male,White,VT,Gunshot,"Vermont State Police, Drug Enforcement Administration",Firearm
Male,Black,DC,Gunshot,Baltimore County Police Department,Knife
Male,Black,MI,Gunshot,Dearborn Police Department,No
Male,White,CA,Gunshot,Unknown,Firearm
Male,Black,NC,Gunshot,Charlotte-Mecklenburg Police Department,Firearm
Male,White,LA,Gunshot,Franklin Parish Sheriff's Office,No
Male,Unknown,LA,Gunshot,East Baton Rouge Sheriff's Office,Firearm
Male,Hispanic/Latino,CA,Gunshot,Porterville Police Department,Knife
Male,Black,MI,Gunshot,Lansing Police Department,Firearm
Male,White,CA,Gunshot,Palo Alto Police Department,Knife
Female,Black,IL,Gunshot,Chicago Police Department,No
Male,Black,IL,Gunshot,Chicago Police Department,Other
Male,White,AZ,Gunshot,Phoenix Police Department,Other
Male,White,MS,Gunshot,George County Sheriff's Office,Unknown
Male,White,AZ,Gunshot,Tempe Police Dpeartment,Knife
Male,White,VA,Gunshot,Suffolk Police Department,Non-lethal firearm
Male,Black,TX,Gunshot,Houston Police Department,Firearm
Male,Unknown,GA,Gunshot,Hall County Sheriff's Department,Firearm
Female,Unknown,CA,Gunshot,Merced County Sheriff's Department,Knife
Male,Unknown,WA,Death in custody,Seattle Police Department,No
Male,White,FL,Taser,Jacksonville Sheriff's Office,No
Male,Asian/Pacific Islander,CA,Gunshot,Los Angeles Police Department,Unknown
Male,Hispanic/Latino,CA,Gunshot,Fresno Police Department,Knife
Male,Hispanic/Latino,CO,Struck by vehicle,Weld County Sheriff's Office,No
Male,Black,NV,Gunshot,Las Vegas Metropolitan Police Department,No
Male,White,WY,Gunshot,Rawlins Police Department,Unknown
Male,Black,IL,Gunshot,Chicago Police Department,Firearm
Male,Hispanic/Latino,ID,Gunshot,"Homedale Police Department, Owyhee County Sheriff's Office",Firearm
Male,Black,PA,Gunshot,Pittsburgh Bureau of Police,Firearm
Male,Black,DE,Taser,Delaware State Police,Firearm
Male,White,CA,Struck by vehicle,Kern County Sheriff's Office,No
Male,White,CO,Gunshot,Colorado Springs Police Department,Non-lethal firearm
Male,White,TX,Gunshot,"Leon County Sheriff's Office, Texas Department of Public Safety",Vehicle
Male,Hispanic/Latino,TX,Gunshot,Jal Police Department,Unknown
Male,Black,OH,Gunshot,Richmond Heights Police Department,Firearm
Male,Black,DC,Death in custody,"Special police, Washington DC",No
Male,White,TX,Taser,Austin Police Department,No
Male,Black,NJ,Death in custody,Trenton Police Department,No
Male,White,NY,Gunshot,New Paltz Police Department,Firearm
Male,Black,TX,Death in custody,Lubbock Police Department,No
Male,White,CA,Death in custody,Victor Valley College Police Department,No
Male,White,NY,Taser,Carmel Police Department,No
